pool_representation,safety_vector_names,calibration_target_states,calibration_states_collected,calibration_complete,general_similarity_threshold,general_rms_threshold,candidate_general_rms_threshold,safety_similarity_threshold,safety_rms_threshold,candidate_safety_rms_threshold,close_enough_fallback_enabled,normal_general_cosine_relaxation,normal_general_rms_relaxation,normal_general_relaxation_requires_both_gates,normal_general_relaxation_keeps_safety_gates_strict,capacity_fallback_scope,capacity_fallback_general_variation,capacity_fallback_general_cosine_relaxation,capacity_fallback_general_rms_relaxation,capacity_fallback_safety_improvement,capacity_fallback_directional_features,capacity_fallback_speed_directional,close_enough_safety_gates_relaxed,general_normalizer_observation_count,general_normalizer_frozen,general_normalizer_mean_absolute_mean,general_normalizer_mean_standard_deviation,general_normalizer_min_standard_deviation,general_normalizer_max_standard_deviation,safety_normalizer_observation_count,safety_normalizer_frozen,safety_normalizer_mean_absolute_mean,safety_normalizer_mean_standard_deviation,safety_normalizer_min_standard_deviation,safety_normalizer_max_standard_deviation
general observation AND safety vector,lane_boundary_clearance|nearest_collision_hazard_center_distance|absolute_lane_offset|absolute_heading_error|ego_speed_km_h,3000,3000,True,0.85,0.27666042000055313,0.25,0.98,0.1,0.125,True,0.02,0.02,True,True,candidate_hard_limit_permanent_full_or_eviction,0.1,0.02,0.1,0.1,lane_clearance:+|threat_distance:+|lane_offset:-|heading_error:-,False,False,1500,True,0.9398572089363788,0.1207108484767048,0.001,0.29462564269393404,1500,True,17.072286297996115,9.468846366936337,0.07355801790901713,23.925440815427148
