episode,cumulative_pools_created
48,1
48,2
48,3
48,4
48,5
48,6
48,7
48,8
48,9
48,10
48,11
48,12
48,13
48,14
48,15
48,16
48,17
48,18
48,19
48,20
48,21
48,22
48,23
48,24
48,25
48,26
48,27
48,28
48,29
48,30
48,31
48,32
50,33
50,34
50,35
50,36
50,37
50,38
50,39
50,40
50,41
50,42
50,43
50,44
50,45
50,46
50,47
51,48
54,49
54,50
54,51
54,52
54,53
54,54
54,55
54,56
54,57
55,58
55,59
55,60
55,61
55,62
55,63
55,64
58,65
59,66
59,67
59,68
59,69
59,70
59,71
59,72
59,73
59,74
59,75
61,76
61,77
61,78
63,79
63,80
65,81
65,82
65,83
65,84
65,85
65,86
65,87
65,88
65,89
65,90
65,91
65,92
65,93
65,94
65,95
65,96
65,97
65,98
67,99
71,100
72,101
74,102
74,103
74,104
74,105
79,106
79,107
79,108
79,109
79,110
79,111
79,112
79,113
79,114
79,115
79,116
79,117
79,118
79,119
79,120
79,121
79,122
79,123
79,124
79,125
79,126
79,127
79,128
80,129
82,130
82,131
82,132
82,133
82,134
82,135
82,136
82,137
82,138
82,139
82,140
84,141
85,142
85,143
85,144
85,145
85,146
86,147
86,148
88,149
88,150
88,151
88,152
88,153
88,154
88,155
88,156
88,157
88,158
88,159
88,160
88,161
88,162
88,163
88,164
88,165
88,166
88,167
88,168
88,169
88,170
88,171
88,172
88,173
89,174
89,175
89,176
89,177
89,178
89,179
89,180
89,181
90,182
90,183
90,184
90,185
90,186
90,187
90,188
90,189
90,190
90,191
90,192
90,193
90,194
90,195
90,196
90,197
90,198
91,199
91,200
91,201
91,202
91,203
91,204
91,205
91,206
91,207
91,208
91,209
91,210
91,211
91,212
92,213
92,214
92,215
92,216
94,217
94,218
94,219
94,220
94,221
94,222
94,223
94,224
94,225
95,226
95,227
96,228
96,229
96,230
96,231
96,232
97,233
97,234
98,235
98,236
99,237
99,238
99,239
99,240
99,241
99,242
99,243
99,244
99,245
99,246
99,247
99,248
99,249
99,250
99,251
99,252
99,253
99,254
99,255
99,256
100,257
100,258
100,259
100,260
100,261
100,262
100,263
100,264
100,265
100,266
100,267
100,268
100,269
100,270
100,271
100,272
100,273
100,274
101,275
101,276
101,277
101,278
101,279
101,280
101,281
101,282
102,283
102,284
102,285
102,286
102,287
102,288
102,289
102,290
102,291
102,292
102,293
102,294
102,295
102,296
102,297
102,298
102,299
102,300
104,301
104,302
106,303
106,304
106,305
106,306
106,307
106,308
107,309
107,310
107,311
107,312
107,313
107,314
107,315
107,316
107,317
109,318
111,319
111,320
111,321
111,322
112,323
112,324
112,325
112,326
112,327
113,328
113,329
113,330
113,331
113,332
116,333
117,334
117,335
117,336
118,337
118,338
118,339
118,340
118,341
119,342
119,343
119,344
119,345
119,346
119,347
119,348
119,349
119,350
119,351
123,352
123,353
125,354
125,355
127,356
128,357
128,358
128,359
128,360
128,361
128,362
128,363
128,364
128,365
128,366
128,367
128,368
128,369
128,370
129,371
131,372
132,373
132,374
132,375
132,376
132,377
132,378
133,379
133,380
133,381
133,382
133,383
133,384
137,385
149,386
149,387
159,388
160,389
160,390
166,391
166,392
166,393
166,394
171,395
