method,method_label,phase,episodes,policy_safety_stop_count,policy_safety_stop_rate,environment_steps,policy_decision_opportunities,policy_adjusted_safety_failure_count,policy_adjusted_safety_failure_rate,policy_adjusted_safety_failures_per_1000_decisions,policy_adjusted_safety_rmst_event_definition,policy_adjusted_safety_rmst,metric_treatment
Karthikeya27adv8,Karthikeya27adv8,train,500,0,0.0,35351,35351,499,0.998,14.115583717575175,collision_or_out_of_road_or_policy_safety_stop,70.70199999999998,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
Karthikeya27adv8,Karthikeya27adv8,test,300,0,0.0,20429,20429,299,0.9966666666666667,14.636056586225465,collision_or_out_of_road_or_policy_safety_stop,68.1361904761905,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
