method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
epsilon,Epsilon Greedy,train,500,128,397,45006,collision,177.94457853066854,2.8440652357463447,0.256,0.794,0,0.0,500,1.0,11.10962982713416,collision_or_out_of_road,90.01200000000006
epsilon,Epsilon Greedy,test,300,142,188,22955,collision,91.21542679328167,6.186016118492703,0.47333333333333333,0.6266666666666667,1,0.0033333333333333335,299,0.9966666666666667,13.025484643868438,collision_or_out_of_road,76.54208333333337
