method,method_label,phase,episodes,policy_safety_stop_count,policy_safety_stop_rate,environment_steps,policy_decision_opportunities,policy_adjusted_safety_failure_count,policy_adjusted_safety_failure_rate,policy_adjusted_safety_failures_per_1000_decisions,policy_adjusted_safety_rmst_event_definition,policy_adjusted_safety_rmst,metric_treatment
Karthikeya27adv8,Karthikeya27adv8,train,500,0,0.0,33836,33836,496,0.992,14.6589431374867,collision_or_out_of_road_or_policy_safety_stop,68.36,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
Karthikeya27adv8,Karthikeya27adv8,test,300,0,0.0,27711,27711,288,0.96,10.39298473530367,collision_or_out_of_road_or_policy_safety_stop,93.14316666666664,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
