episode,cumulative_pools_created
39,1
40,2
40,3
41,4
41,5
42,6
42,7
43,8
43,9
44,10
44,11
45,12
46,13
46,14
47,15
47,16
50,17
50,18
52,19
52,20
53,21
54,22
54,23
55,24
55,25
56,26
56,27
57,28
57,29
60,30
61,31
61,32
64,33
64,34
65,35
68,36
76,37
87,38
88,39
88,40
89,41
89,42
96,43
96,44
99,45
99,46
100,47
104,48
114,49
114,50
115,51
116,52
117,53
117,54
130,55
135,56
137,57
137,58
138,59
139,60
139,61
143,62
143,63
143,64
144,65
144,66
144,67
145,68
145,69
148,70
148,71
148,72
148,73
148,74
149,75
152,76
152,77
152,78
153,79
153,80
153,81
155,82
155,83
155,84
155,85
159,86
159,87
159,88
160,89
160,90
161,91
162,92
163,93
164,94
165,95
165,96
166,97
171,98
171,99
171,100
172,101
172,102
173,103
175,104
178,105
181,106
182,107
182,108
182,109
186,110
189,111
189,112
193,113
193,114
194,115
195,116
195,117
196,118
197,119
197,120
197,121
203,122
203,123
203,124
205,125
205,126
207,127
208,128
209,129
211,130
211,131
215,132
215,133
219,134
220,135
224,136
224,137
225,138
226,139
228,140
228,141
231,142
231,143
232,144
235,145
235,146
235,147
237,148
239,149
243,150
243,151
244,152
244,153
245,154
245,155
246,156
246,157
250,158
252,159
252,160
252,161
252,162
256,163
258,164
261,165
262,166
263,167
263,168
264,169
266,170
267,171
267,172
267,173
268,174
269,175
274,176
274,177
275,178
276,179
277,180
277,181
278,182
278,183
279,184
279,185
279,186
279,187
280,188
281,189
282,190
284,191
284,192
286,193
295,194
296,195
296,196
296,197
296,198
296,199
298,200
299,201
300,202
300,203
300,204
301,205
301,206
301,207
302,208
303,209
304,210
304,211
305,212
309,213
310,214
311,215
311,216
313,217
315,218
322,219
322,220
322,221
323,222
325,223
325,224
325,225
326,226
328,227
328,228
330,229
330,230
331,231
331,232
333,233
334,234
340,235
344,236
344,237
345,238
346,239
346,240
347,241
348,242
348,243
349,244
349,245
352,246
352,247
352,248
353,249
356,250
356,251
360,252
360,253
360,254
361,255
362,256
362,257
362,258
364,259
366,260
366,261
367,262
367,263
369,264
369,265
371,266
372,267
373,268
373,269
374,270
375,271
375,272
378,273
379,274
380,275
384,276
384,277
384,278
385,279
385,280
385,281
385,282
385,283
385,284
385,285
385,286
385,287
385,288
385,289
385,290
385,291
385,292
385,293
385,294
385,295
385,296
385,297
385,298
385,299
385,300
385,301
385,302
385,303
385,304
385,305
385,306
385,307
385,308
385,309
385,310
385,311
385,312
385,313
385,314
385,315
385,316
385,317
385,318
386,319
388,320
390,321
391,322
391,323
391,324
393,325
394,326
395,327
397,328
397,329
397,330
398,331
