episode,cumulative_pools_created
38,1
39,2
39,3
40,4
40,5
41,6
41,7
41,8
42,9
42,10
43,11
43,12
44,13
44,14
44,15
44,16
44,17
45,18
45,19
45,20
45,21
45,22
46,23
46,24
47,25
47,26
48,27
48,28
48,29
48,30
49,31
49,32
50,33
50,34
51,35
51,36
52,37
52,38
52,39
53,40
53,41
54,42
54,43
56,44
56,45
57,46
57,47
57,48
59,49
60,50
60,51
60,52
64,53
65,54
65,55
65,56
66,57
67,58
67,59
67,60
68,61
68,62
69,63
70,64
70,65
71,66
72,67
74,68
74,69
74,70
75,71
75,72
75,73
75,74
79,75
79,76
79,77
79,78
80,79
81,80
82,81
82,82
82,83
83,84
85,85
88,86
88,87
88,88
89,89
89,90
90,91
90,92
90,93
91,94
91,95
92,96
92,97
95,98
96,99
96,100
98,101
99,102
102,103
102,104
102,105
106,106
106,107
107,108
108,109
110,110
110,111
111,112
111,113
112,114
113,115
113,116
114,117
114,118
114,119
117,120
118,121
118,122
120,123
120,124
121,125
121,126
122,127
123,128
123,129
123,130
128,131
128,132
129,133
129,134
133,135
134,136
138,137
141,138
141,139
141,140
142,141
142,142
142,143
143,144
147,145
147,146
147,147
147,148
150,149
154,150
154,151
154,152
155,153
156,154
156,155
157,156
157,157
157,158
157,159
158,160
158,161
158,162
161,163
162,164
162,165
163,166
163,167
163,168
165,169
166,170
166,171
166,172
166,173
166,174
167,175
167,176
168,177
169,178
169,179
171,180
171,181
173,182
173,183
174,184
175,185
175,186
176,187
176,188
177,189
177,190
179,191
182,192
182,193
184,194
185,195
185,196
186,197
189,198
191,199
192,200
195,201
195,202
195,203
197,204
200,205
200,206
200,207
201,208
201,209
201,210
202,211
204,212
204,213
204,214
206,215
207,216
208,217
208,218
210,219
210,220
212,221
212,222
213,223
217,224
217,225
217,226
218,227
219,228
219,229
220,230
224,231
224,232
225,233
232,234
233,235
233,236
233,237
236,238
237,239
239,240
241,241
241,242
241,243
242,244
243,245
243,246
246,247
246,248
246,249
248,250
252,251
252,252
254,253
255,254
255,255
255,256
255,257
255,258
255,259
255,260
255,261
255,262
255,263
255,264
263,265
264,266
264,267
264,268
268,269
268,270
268,271
269,272
270,273
270,274
273,275
273,276
273,277
273,278
275,279
279,280
279,281
281,282
281,283
281,284
283,285
283,286
283,287
285,288
286,289
287,290
287,291
287,292
288,293
288,294
288,295
290,296
290,297
290,298
294,299
294,300
295,301
295,302
295,303
295,304
296,305
297,306
298,307
298,308
298,309
301,310
301,311
301,312
304,313
304,314
306,315
306,316
307,317
308,318
308,319
311,320
312,321
312,322
314,323
314,324
315,325
315,326
319,327
319,328
319,329
322,330
325,331
325,332
326,333
326,334
326,335
329,336
331,337
331,338
331,339
332,340
333,341
334,342
337,343
341,344
354,345
354,346
354,347
354,348
355,349
356,350
356,351
356,352
360,353
361,354
361,355
361,356
362,357
362,358
363,359
363,360
364,361
367,362
367,363
369,364
371,365
371,366
371,367
393,368
394,369
395,370
395,371
396,372
