method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
noisy,NoisyNet DQN,train,500,155,354,49734,collision,276.63268549880195,3.116580206699642,0.31,0.708,2,0.004,482,0.964,9.691559094382113,collision_or_out_of_road,100.21604475524472
noisy,NoisyNet DQN,test,300,50,300,5218,collision,253.63187361419068,9.582215408202376,0.16666666666666666,1.0,0,0.0,300,1.0,57.49329244921426,collision_or_out_of_road,17.393333333333327
