method,method_label,phase,episodes,policy_safety_stop_count,policy_safety_stop_rate,environment_steps,policy_decision_opportunities,policy_adjusted_safety_failure_count,policy_adjusted_safety_failure_rate,policy_adjusted_safety_failures_per_1000_decisions,policy_adjusted_safety_rmst_event_definition,policy_adjusted_safety_rmst,metric_treatment
Karthikeya27adv8,Karthikeya27adv8,train,500,0,0.0,39859,39859,491,0.982,12.31842243909782,collision_or_out_of_road_or_policy_safety_stop,81.30975000000002,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
Karthikeya27adv8,Karthikeya27adv8,test,300,0,0.0,23254,23254,299,0.9966666666666667,12.85800292422809,collision_or_out_of_road_or_policy_safety_stop,77.53944444444448,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
