method,method_label,phase,episodes,phase_wall_time_seconds,phase_cpu_time_seconds,summed_episode_wall_time_seconds,summed_episode_cpu_time_seconds,average_wall_time_seconds_per_episode,average_cpu_time_seconds_per_episode
epsilon,Epsilon Greedy,train,500,385.4732387289987,380.525608337,382.523103918531,377.57404624699984,0.765046207837062,0.7551480924939997
epsilon,Epsilon Greedy,test,300,149.54265046899673,149.66781951799993,147.62454500692547,147.7483756619996,0.4920818166897516,0.4924945855399987
