method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
Karthikeya27adv8,Karthikeya27adv8,train,500,91,446,21833,collision,181.9282578685856,4.168002564924655,0.182,0.892,1,0.002,492,0.984,22.53469518618605,collision_or_out_of_road,44.29824999999999
Karthikeya27adv8,Karthikeya27adv8,test,300,51,300,5291,collision,252.30626980846074,9.63900963900964,0.17,1.0,0,0.0,300,1.0,56.7000567000567,collision_or_out_of_road,17.636666666666667
