method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
rnd,DQN + RND,train,500,109,412,44752,collision,243.88295918941952,2.4356453342867357,0.218,0.824,0,0.0,500,1.0,11.172685019663925,collision_or_out_of_road,89.50399999999995
rnd,DQN + RND,test,300,159,165,23270,collision,90.70018934467421,6.832831972496777,0.53,0.55,1,0.0033333333333333335,299,0.9966666666666667,12.849162011173185,collision_or_out_of_road,77.59222222222222
