seed,method_id,method,collision_rmst_steps,max_step_count,max_step_completion_rate,episodes,source_file,source_status
67,epsilon,Epsilon-Greedy,88.01194398886334,0,0.0,300,04_data/raw/baselines/seed_67/epsilon/all_episode_results.csv,original_23_seed_archive
67,noisy,NoisyNet DQN,90.54034415044192,0,0.0,300,04_data/raw/baselines/seed_67/noisy/all_episode_results.csv,original_23_seed_archive
67,rnd,DQN + RND,90.66437081233767,0,0.0,300,04_data/raw/baselines/seed_67/rnd/all_episode_results.csv,original_23_seed_archive
67,safetypool,SafetyPool,125.13105323297366,0,0.0,300,04_data/raw/safetypool/seed_67/all_episode_results.csv,original_23_seed_archive
