method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
noisy,NoisyNet DQN,train,500,137,357,54215,collision,291.66352092314935,2.5269759291708938,0.274,0.714,1,0.002,473,0.946,8.724522733560823,collision_or_out_of_road,108.9017142857143
noisy,NoisyNet DQN,test,300,42,261,8878,collision,95.75655280794813,4.730795224149583,0.14,0.87,0,0.0,300,1.0,33.79139445821131,collision_or_out_of_road,29.593333333333337
