environment,seed,method_id,method,episode,scenario_seed,initial_observation_sha256,collision_event_observed,event_or_censor_time_steps,rmst_horizon_steps,network_frozen,updates_during_test
HighwayEnv,65,noisy,NoisyNet DQN,18,100018,5f774404bd55f6208436958118e0559f517fa47cceb275e8c46db179b0129aa9,True,21,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,19,100019,bacf50d93bc1dde9efe52d39d6bf336491877ed09bba6a76f6f94ff0161ea241,True,49,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,20,100020,73f016ddfff79c056bbdd862ca91427648d8126530cd4eb00073d39739f9d6be,True,5,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,21,100021,3658c10d3869030f339279555b02d9a123c8c22dee49272559e19b8063539e54,True,18,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,22,100022,886a3ae4ed4e4e3db5eec6b25e3bcaf4aa5881ec2d8d466f15689364e9080513,True,34,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,23,100023,fa4fd85e1992cba360768cf80f2d0ce20df89b795199a5b4340369beef0e5235,True,11,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,24,100024,5832a45106bb9d6ae569139c4a3d8f4879cf44b70ece6c2ba458dd80e5267e84,True,15,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,25,100025,bbbe260f46c7c705f35c07ecfdc3e998a23e0446db20fd92c7ec2a3f1368e720,True,12,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,26,100026,a3feb84722ed41baf6a5be655d55cac5e77aebd6f07d5343a62cd067290acad5,True,14,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,27,100027,106da7961176c3fd0b60f17332cb49c8ce75b712b2ea4dafca863d57b84e46bc,True,5,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,28,100028,cdea9557c4d109c7df01454f07dc30ef133e4cd2a69d3f71522af9475a3d4d66,True,7,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,29,100029,b9f0fbd53dba7df015e0e4a25c7dd469131e15e139557e7d9cde3766b40d3300,True,10,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,30,100030,2064fb739bb2009be6079b9c93cca78963d2507df304b6830843f271fc0b3d1f,True,14,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,31,100031,6d90544f925e79f54839494b8eb922be62dba86b21692b191f8779f3bc91a66d,True,21,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,32,100032,3706b6afdefd55711e0340526984736bcfb75777a66e747ec81cf3228d6fd016,True,26,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,33,100033,83356f6820580f8552d071e3bcb0400ec118dfd35ea4fe104af6bb54da700469,True,13,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,34,100034,e5951556067fb4eb87baa4b734ecb0d1e45b46b6c1984e52ff27c76d15ef9376,True,21,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,35,100035,c06d79a3698be793049cb55d77dabce4cae63603265b296663cd08970dfe392b,True,8,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,36,100036,6cd705fbcd21d70beb1e8ae60dcc819037440b9e74de7154db1f48a04d92827f,True,8,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,37,100037,94f08f41d448714b1ed39bc57e91272979db4853c8bce86bb13765f880b702fa,True,31,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,38,100038,962294507c29f97cb9140d95e7cf881e9609020a9a648cd4e2e6b9a50533c8c3,True,8,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,39,100039,ebcc8296675f2dcba8d287e926c612050b5ed0b20073e536e63a75240414b22c,True,19,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,40,100040,5abe348cf78e384c6134dab2e274abfab81f6456cf0bd66c3db70e56c7d90684,True,46,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,41,100041,d430fa17d079228fbd5c679a3342954b010c0e93751d0f6c09b479b1d7f66a1c,True,10,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,42,100042,28079033f8842ff49794cd664cbc93b050fb9fa3cc652f4202a3d5a3308506ef,True,17,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,43,100043,f56ec3c6237a63cb0cb93e3385946a2b8780b4161842547344bbeb58633da56c,True,5,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,44,100044,51513e5b900f91491d242647758bb7cc7ba31352073cce87f6f26b80d6c80277,True,17,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,45,100045,c7b51078b54d127d1e9cc67667e7dad1e31b27e39c94dbe5172f2dd8d8de0c7d,True,9,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,46,100046,a345ec877d63fe6e286a7dadad330f026f624b86afa90da4eb597651a5c7fb92,True,13,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,47,100047,5e4364f2ee974b871c2b4b9904574885f3b15475c9bde7b1be5391c8ddfed3bf,True,6,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,48,100048,77c24a538877ecb773498cffe9a28fbbc4921d9b422610dd2180909c484837cd,True,49,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,49,100049,60681e5b7aa6198dbb68bb24305e5e158eba8fd5b2ec784a802a9082b5ad8a2e,True,10,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,50,100050,0768c305223033a6772701f0d51aa996a69b5c657ecd18cf39a3b76405195e6e,True,37,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,51,100051,3a085b3d9ea16d11359123211e326a89bf42993c06c7fa52f5388d1fff2d46d5,True,29,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,52,100052,5bdfdaaca9619646d29ee3ef0c5e542757a4b248792226da915e57fc29b64f08,True,11,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,53,100053,081987e49b973cadd132af6a48489e43cf6719b05480326bda513b9908a80c2e,True,16,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,54,100054,50363e7e513089f781e5cc11bbc36171fabffa0ee2ab1f793fa2ee99e6f1eb4a,True,26,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,55,100055,0cb6c5ec090dd5c063572f2fc88b672ecb78e0f162315b4a58ba92d46ea7f3d7,True,23,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,56,100056,26d2d54252334ac41c6b9f0edcb1d65d0285cf17f0def588c5d52cb30b461d0a,True,10,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,57,100057,4866f92c9f4c8d2f5b6eab106af32bad154df074750bdd33aef20dbee45c9825,True,11,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,58,100058,9116c67db2025ea9e8b30e55127d891080f941ecb957a52a7c69216b969940c3,True,32,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,59,100059,752f0d4e5ce4b5dc41b66fba957804c4bace6a803402e2e55218e754106c0d28,True,14,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,60,100060,f67b4c36a21bd0b2a12859469e8bf912982dffdcecda24b58c39956f46fe94b5,True,9,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,61,100061,ff15a0f39462f191cfda0fae18ad8987146b5b457b3d99085210c5bbb74a9ce1,True,10,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,62,100062,1e9de428203da2c02a08bf1f4bc10890d4a85765308fb72e3c15c42dc251ea87,True,8,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,63,100063,60304033350eccdbd569501a88f0312d6b3367a177c2d44784a058f8190dda1a,True,14,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,64,100064,5ed8df58867d6568a2ffa870e049dcfaf37f5cc7d3b87869b116e4ad8e620091,True,4,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,65,100065,f7151110dd63b0eab7baec9da1396526e96a5544665e83587db93d1978b9f8e0,True,4,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,66,100066,ec2467dfbb02b489b55c6cc29f9e01c61835f5c1c2509fa8afc0169b80e9931a,True,4,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,67,100067,d42623967ba982adea1537a81a052dc081703afc5e8f050a1aaeaea1c7ea1f34,True,7,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,68,100068,d1cf9323a39817eec993f68c65153d4e29bf1b9f7d4d0bd3ae312f8f79ec31d7,True,9,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,69,100069,0d691f53b883a560f85f7c36228a025bfb94d47833bd2dbf5a150f5e32f930be,True,27,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,70,100070,4fae9347f680b2b15494749cb4f61a7f822e3793874e81f685d8a5c1cd415960,True,11,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,71,100071,ed49030377669f3e8de82798c1fd5cc44545999a65b6b2a737e9c22f97602754,True,10,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,72,100072,869d18b64df749cc0cb3d0163079265d83ec730f53c27e7f8173f850edffec34,True,7,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,73,100073,48f45b4124d20f682a20d4cf3232c986a830b23a6f570c09f7af48e2bfee1856,True,80,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,74,100074,79b68fbb25e7225377d18414c529a3112300efdede175661799d8456881017cb,True,5,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,75,100075,95df473c1a5bcb7cc050f37b8e97ead150847fc19f34aea34d80db1632406621,True,12,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,76,100076,65526b5ca3b6b0a8f46caf90cffd02ad4d80882c60bd473f855b69638dd991ba,True,6,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,77,100077,92020e9183e51a03d50f828af2885fbfc4c6154e694feff25f9a573b9f1e6fd2,True,9,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,78,100078,057d09f43326ce8d382b2ace52d015371e03cd6357268e2ad7a2a48b8524316f,True,29,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,79,100079,de4b47879bc46eada6040aa7be9591e71d3cf0a740743503626d8f59c31503e9,True,7,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,80,100080,045c7ff4bedc9000ad489152f77ab0b8a8c64d59b94b4226e5cdbbe931265115,True,14,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,81,100081,72dda409c174a89665e6c7e858196eeec247f3a49f7b22025eaeee481871aca9,True,23,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,82,100082,a8bba3b6d45dd5c01539e321ffda87b6b172be67dcb8eacd85b20254ead76c56,True,5,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,83,100083,5133f7dca46174129e1c15c2c9351e8fa39be320a966c5759ea54ea3741ca765,True,11,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,84,100084,42e41fb5fb0b5a19512e5bfedf234844b639ad1c38ff86cf19080753dc042b8e,True,4,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,85,100085,bcaa679af4183e627620a46a978da6d405f08e4d5e8f143957bf3becb8410d2b,True,6,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,86,100086,5387202ee644ebbc619bfcf26ea757d4a96ef99754520748e42ad40afe1768fe,True,20,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,87,100087,3e1cab575e90e0983be6974978c5bcdbe157f2494343fbdd398e6e8618e67b09,True,14,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,88,100088,4803a78fc0838dbe48e7dd93c4c4808f0a5b0e967ee92c92bb098d40c27e1178,True,14,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,89,100089,8068bb70a9d9730e8339865ef2367543d1120397d71ed818c2c75fa512a33c66,True,29,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,90,100090,6ffe3ab57c25d7d718c7e6321bc54644b73cf6dcd46d4d74c92bd07919bb6661,True,19,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,91,100091,b8c6e739b03605068ed9195e0d71dc0e2da48bb63da1b9ddc86c115e5a48a1d5,True,21,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,92,100092,3171a6eacc17d81c1d96879eff00432dc27ea06c0756df45e7700c25489346e9,True,39,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,93,100093,b82c00d0f9688ba7b190d23907be30f29731d32f8bc9250d7a6ef39bd6e04c6a,True,24,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,94,100094,af6a71005a43619614333dacf535f7ebad4a59e28c68612c8454b41235560136,True,5,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,95,100095,676b7806adae9a1b1bc966c2a6baa64f7093fccfc997b9f16c3ffaca1bf925ce,True,11,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,96,100096,bf76dc3293ddf969ddfa85cbc11e1ac0e46dd1b21fa496c2f254b28804454233,True,10,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,97,100097,9c5db132f93b2cd1a24a84ffb28b4514e86976728dc7802b9562c1b690a47b84,True,16,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,98,100098,d91d66593adcf293d7e3a53c146a8ec09f91fc71e4b930987e5b8db8860c3de1,True,50,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,99,100099,2d733f826c648060720779f5d70b8b33d0c71a9c827fd0fae482ef849d3a8d8b,True,16,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,100,100100,64bac15a8b37f4ad5c59ae98db0b9db6c0ca1bf20d70eb7d7838e89486a460e2,True,56,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,101,100101,4e8473f1953b75caf8e5d9d8e887ae01f88160f924b8bb46c1701ae1099eb1a4,True,17,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,102,100102,7ea6a7d5bfb091a78fb20d6d419e9f89b446fde36ccbb33c8c0740213036da2a,True,8,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,103,100103,805303b67001727ba237ae3f68bdf0898ead009381c5da0e52ed5119b6fbd50b,True,13,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,104,100104,851b4ea3e1845f22363387cce7d1f52f980d3e85832f93ba9336b625cd9d3819,True,8,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,105,100105,1f2846109f9cf9cb73ef7c67e914b363efb5c3c863f690808f7b83842b3d8205,True,5,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,106,100106,3c3250ead1a2f3e651335a5e658eb604fe5aa565a63a0f1525b651ecd8cf7d2c,True,34,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,107,100107,fd957ae53a2c6c9c17b757487b723a1b7f00d129078bc872609dfb8ace361839,True,28,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,108,100108,ac25af4327f35c53a2f303269a4a706a6a061b034e38a7d08c13843bf5cd0618,True,23,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,109,100109,462a9f7869b0609161f3870f26f66eb4923c0e9534f6e820c442a456b54a4dfe,True,22,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,110,100110,aac824d7eb35e7047ca75e66dfd1cf06eb0653998e39abd031bd57230446ad89,True,5,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,111,100111,fc67399faf6c4f4adc7628fc3e5e175d79fd0befed5f745eabb026a786676dc0,True,5,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,112,100112,ade70c7c68d2b3f95cf37dfe861f727147092c755bcf3c5a5d406d27ae21b7dc,True,12,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,113,100113,63dcb1a5b00987cc0eb52df9368019054b120a0ebfde8ebd2715b66e0969e367,True,21,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,114,100114,ab75cb396ec1679a86359771fd705c1bdedc51918246e83c8879bcc41592d6aa,True,22,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,115,100115,2d94064a959319e327266b23fcbfa8aa67d69a34ccf69ec7f00a915ed6c0175f,True,17,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,116,100116,7f6bb9b52674bdef995dd730ad6f3756560f3e792f14f7dda7becde398c90a1d,True,6,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,117,100117,54647d0d2290508391c97e3151f69964efe061c8eef0c561779634104758a8ae,True,8,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,118,100118,cb940693da3894828ca41a5c6e48fcba290e61aea19d8844b773f08e638356e4,True,9,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,119,100119,0f0479f32ca269cf14098fd30e4509ff90a100dfe5263232ae9e805300ae2f8b,True,9,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,120,100120,f93aea6640d2ebfbf6bb26a21bf5d05ce486b365c4572c6e0f83a6da2abb1507,True,50,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,121,100121,1b6a01d02184284cf1f7220f6b2282b00d64e6aaa827b2828586ef1432d4363d,True,9,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,122,100122,f3b4f02333d11250adbec74d3acfd081223c428c7d10a97d73b38ebae0264297,True,10,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,123,100123,bbba9c5e12d8f9773b25217607f092fcb1ffd1c32c1080efd141af9b13109307,True,21,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,124,100124,91ea90b53c494f4e53568aed3a14419decc728fa588dd744d6cf614cd161b240,True,11,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,125,100125,3ffae3b994b26dc1b8fc6828a3d2ea1059a51eb36dd3881a4dab56305c231dea,True,5,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,126,100126,9f7c1c03afdca178e53ecad398fab740c2d2f099ad9d7f872612c5a8ce5d1bb7,True,10,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,127,100127,0c0cd2301b00b37379e1e18a40b92b222a4c77bb28b1283c145f57f6edb29f40,True,5,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,128,100128,3328218220a53a7354a927026c387f392d5c18bca56f6fd18191673342ca2333,True,36,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,129,100129,4055704d0d87f10c8f4d26b33e94245974c31fef4cd7c0db457e45f7a58197e8,True,20,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,130,100130,363351bade240948bd79f95a74d1d005540850b101fdba623baad98714324ed7,True,14,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,131,100131,3650285939fef29ed2310fa88e04b90e5e33773d16353b74a4dd820e27349956,True,15,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,132,100132,c9591a8bfd649a9a1fe4d921357b9b1e987d5a1e7ff5ea5554347860ebb832c2,True,11,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,133,100133,a54a71cf92644105cb053e709d83f921785dfe8ff6f55463ace5eca3a6de2607,True,11,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,134,100134,967db3bc70ad5b40553d8e150ef49fc1aed0748328a9cd17529a155ff1aa576d,True,6,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,135,100135,e6158845e9345396434b6623c9b4ad56d981c65f7cbde80a13040e19da0e0673,True,28,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,136,100136,42b08d83681bd220d5ce1fe561427faa4510231263e6ee80845f2318a7c4f397,True,11,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,137,100137,c92fe974bcea34c1421ce7a07c732f90a5e5d56a48de70957831267f5c62bbf4,True,22,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,138,100138,c57b4d9e6d979db72c8f5ba2f95e86012a06d7aaa00bbaf41b6679404bf8bd31,True,23,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,139,100139,b1f43a7aabeeec4a6069bcf383f1dfc3b391216b18ee5fb590ae414f4ccfa7b1,True,40,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,140,100140,c1770fdf41dcb4a612fbb82e7233a9f3abe8fd51776565ff07082cb63f2737b4,True,19,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,141,100141,1fd1e789f6b40db8945fc6d6219eb36a352a1ca54867d46f596e767453863a33,True,7,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,142,100142,c5daa5ab1e6d2f991a4bc33e68bca31856b6fb569016dd7ed6961e5aa5bfa422,True,5,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,143,100143,37a87fdd5f91f7fcea1864a953f1b2cf23e52a51d48801b17f310c96ece29e54,True,13,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,144,100144,ad923ce169c81aea1e0f88453668a1e26180d4f3ada651bcf1b21fe484098acf,True,15,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,145,100145,4774078b07c6a8d8ec481a6847d1b84abb3b541b8c0323806c6467d9f8e3ae4d,True,35,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,146,100146,57f6778baaa7974824af44c1af6cd8f5be710fe12823fd0fb9bf8c4d113384a1,True,8,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,147,100147,a4a92cebfdc6791afbb7c7f5c4ff3a8c12f034f61f64fb9e9e954251e5c6a5ca,True,66,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,148,100148,e5a5822889e2d9fde91a88d44dfc5ee32d467d9ae8fbe1f09ea0faa43e50db14,True,5,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,149,100149,9c475c5bc7adb580443bcddee5ba919e6fd272c74ebe00f467d3dc44f2149b8f,True,47,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,150,100150,a8446003e3484497118662854fe4e0853457417477f203d44d6f379e0bfb995e,True,26,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,151,100151,668d6f5b88b6a5735e24be2185ed2016d39addf4abecc65c3430430373ac5618,True,15,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,152,100152,7c5a9f7225c15b119fa9c9f81e953e75763cc16558c229df0fa63fd905931000,True,16,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,153,100153,a806de6cd05ae85751bc9455c907c2c50da0bbb51a3c759f6a4bbe26990a105f,True,9,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,154,100154,18be03b03d43bbfa42d4cea3aef63d838260c97705f6a553bcaf65b57e3ac11c,True,8,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,155,100155,9e8debe58203eabf797f0b8bb0464d17d3754371da1404a107c32a601e13e5e3,True,18,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,156,100156,d719a598da269bb910ae5554b9aaad97ea9de9426fa9268fe1063af4001786bb,True,7,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,157,100157,4840e735e792fe3b6a240c4c966ce9b04f6a859f0f55c2a460e19371cc4e47d1,True,17,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,158,100158,00d1b45b552395ae4a053bdb19ce72566a9b7ca0aee21c65fbabc1d50c90898b,True,3,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,159,100159,3666cd4c4d221b56e9a94c077e319411e35b5a9504f0bec18f218c4881b14a06,True,5,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,160,100160,bccc37b676c3f8cb6a6a5e7181c0ecdc1afe8166dcf61c67e9db9dc306ca3955,True,16,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,161,100161,e0ee94dd014aeca31e7a8b072c3aa9ec0880ac6fe8d4beb737c06982335ba45a,True,9,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,162,100162,fde1f8acc08c6d3eb9f33568236701a0d0f19713e812ad589e4b1fc0f1121327,True,27,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,163,100163,d5a72dc5beb3ec5252c8a7c1b96e45b171d1e086d672420f1fc1acba4d7f6ef8,True,21,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,164,100164,9c8db1df2f1a9be2f9b5ddee79ea5418b9b3729078b9a2517143bf22bf016415,True,7,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,165,100165,74d496112f0ce3c4f8b383edfcbd11dd3b0a4f491bd1f07647efde56c3168102,True,15,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,166,100166,070ade843e7a375401a1cd5619be7bd26cfa2b819a350168fd5594e1a1d3f822,True,5,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,167,100167,1fd5c49c244e38af3485d919253bb7478044ff2f84c6a52f43ea1215ba804312,True,21,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,168,100168,4b7e07f9417690eabed3eb3cb0c52f25b136a98cd0f186658bdf6a0e25a4941e,True,13,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,169,100169,f5443a41df645687b7a8cd67398c27ba6182c21e480a1240d8c7dd2015c9e092,True,21,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,170,100170,647a06a2dd818cba961f6c2979501a06528c18f76c8cf7744c7d36a6dfe1e2ae,True,12,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,171,100171,ad24a0eb40e3dd3e5fc791f6240efd713051992724d7e5b4f514e393b27ce3b2,True,12,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,172,100172,9bfc516fa1060d4dfa940ca7b053dbccc93f1f1a9959f388be189bc9d339e64f,True,8,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,173,100173,9db84f5f9d9f59bec8d19105f290f6de546d756500f64694f92d46a448ad4a46,True,4,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,174,100174,05f71d0580f7a9e38a45787b643bc985d62b75175c6ed7d7a2c709e828e0b5eb,True,5,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,175,100175,69e1a72b928988279d310efda3c92ecc943d070087267342f645555488e4fa21,True,12,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,176,100176,508abfa7c808fd328992a96cfceceecfba91999cf9e5a87e28e4c4d031380f69,True,8,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,177,100177,e4eb45b30ca73a473a2c4fcc1e039746645e77ccfe0494e46f988ca4b538d0d6,True,8,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,178,100178,d68225e0b3fb5274cd60e74b83f70cdfa7580d269676d455ace1d5262b6be35b,True,18,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,179,100179,31da17826674fede75bf8428a2c874dd327a05de04360c1b3a0110034e02e88e,True,10,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,180,100180,ebec1eacd890798b1c4d59fe038ec371bb0dec7f4c9fcfa8bbf172a129ad6816,True,18,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,181,100181,9f9937c486218b9dd39491370ef9889eb1de20a11b787848b03716bb98f48344,True,23,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,182,100182,63bbf1ec0265b19cf7c985a1edb2bedbb0afec660e8213620652c963b26d7d8b,True,5,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,183,100183,bf6415fece4cce55174ed68e7f65c22932ba19a046ddad0f30d631c7eff55f5e,True,49,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,184,100184,dcae4cdc5ad377f6bea41ac66b815330f870454b8bed7d1537d68a89f1aeb140,True,18,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,185,100185,d968e032b170b9dfb4dcd42aee9a3b9b860e21ee775ecabecabd9eadd9c68213,True,21,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,186,100186,faafbe16a8f96c3d04dd534cd403e243e3e5e287c893d6b6f070fd3d9ecd212c,True,14,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,187,100187,5ccba88b9433670c6ff10f59a50a8e0d9c07baa4400100f22eac6a2b26f02f38,True,8,500,True,0
