method,method_label,phase,episodes,phase_wall_time_seconds,phase_cpu_time_seconds,summed_episode_wall_time_seconds,summed_episode_cpu_time_seconds,average_wall_time_seconds_per_episode,average_cpu_time_seconds_per_episode
rnd,DQN + RND,train,500,445.4881751490029,436.8780094509998,442.29674757907196,433.6841316900013,0.8845934951581439,0.8673682633800026
rnd,DQN + RND,test,300,150.7001489960021,150.83785170199985,148.76059962397994,148.89670993199934,0.49586866541326646,0.4963223664399978
