method,method_label,phase,episodes,policy_safety_stop_count,policy_safety_stop_rate,environment_steps,policy_decision_opportunities,policy_adjusted_safety_failure_count,policy_adjusted_safety_failure_rate,policy_adjusted_safety_failures_per_1000_decisions,policy_adjusted_safety_rmst_event_definition,policy_adjusted_safety_rmst,metric_treatment
Karthikeya27adv8,Karthikeya27adv8,train,500,0,0.0,34624,34624,493,0.986,14.238678373382625,collision_or_out_of_road_or_policy_safety_stop,70.12817857142855,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
Karthikeya27adv8,Karthikeya27adv8,test,300,0,0.0,27685,27685,288,0.96,10.402745168864005,collision_or_out_of_road_or_policy_safety_stop,92.96222222222221,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
