method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
Karthikeya27adv8,Karthikeya27adv8,train,500,4,426,54623,collision,494.60555401277406,0.0732292257840104,0.008,0.852,0,0.0,426,0.852,7.798912545997108,collision_or_out_of_road,109.24599999999997
Karthikeya27adv8,Karthikeya27adv8,test,300,0,300,5848,collision,500.0,0.0,0.0,1.0,0,0.0,300,1.0,51.299589603283174,collision_or_out_of_road,19.493333333333336
