seed,method_id,method,collision_rmst_steps,max_step_count,max_step_completion_rate,episodes,source_file,source_status
29,epsilon,Epsilon-Greedy,91.10433030580053,0,0.0,300,04_data/raw/baselines/seed_29/epsilon/all_episode_results.csv,original_23_seed_archive
29,noisy,NoisyNet DQN,90.63902567190131,0,0.0,300,04_data/raw/baselines/seed_29/noisy/all_episode_results.csv,original_23_seed_archive
29,rnd,DQN + RND,85.62066073000952,0,0.0,300,04_data/raw/baselines/seed_29/rnd/all_episode_results.csv,original_23_seed_archive
29,safetypool,SafetyPool,87.80932608858087,0,0.0,300,04_data/raw/safetypool/seed_29/all_episode_results.csv,original_23_seed_archive
