seed,method_id,method,collision_rmst_steps,max_step_count,max_step_completion_rate,episodes,source_file,source_status
54,epsilon,Epsilon-Greedy,92.58639235915474,0,0.0,300,04_data/raw/baselines/seed_54/epsilon/all_episode_results.csv,original_23_seed_archive
54,noisy,NoisyNet DQN,73.62468187274911,0,0.0,300,04_data/raw/baselines/seed_54/noisy/all_episode_results.csv,original_23_seed_archive
54,rnd,DQN + RND,91.74553264146893,0,0.0,300,04_data/raw/baselines/seed_54/rnd/all_episode_results.csv,original_23_seed_archive
54,safetypool,SafetyPool,90.07689550445701,0,0.0,300,04_data/raw/safetypool/seed_54/all_episode_results.csv,original_23_seed_archive
