method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
noisy,NoisyNet DQN,train,500,111,397,46859,collision,305.83158075971517,2.368808553319533,0.222,0.794,2,0.004,486,0.972,10.37154015237201,collision_or_out_of_road,94.48448
noisy,NoisyNet DQN,test,300,15,287,7233,collision,73.62468187274911,2.073828287017835,0.05,0.9566666666666667,0,0.0,300,1.0,41.4765657403567,collision_or_out_of_road,24.110000000000007
