seed,method_id,method,collision_rmst_steps,max_step_count,max_step_completion_rate,episodes,source_file,source_status
7,epsilon,Epsilon-Greedy,92.51439539676609,0,0.0,300,04_data/raw/baselines/seed_7/epsilon/all_episode_results.csv,original_23_seed_archive
7,noisy,NoisyNet DQN,329.5953917468404,111,0.37,300,04_data/raw/baselines/seed_7/noisy/all_episode_results.csv,original_23_seed_archive
7,rnd,DQN + RND,99.17323350106055,0,0.0,300,04_data/raw/baselines/seed_7/rnd/all_episode_results.csv,original_23_seed_archive
7,safetypool,SafetyPool,150.17008336183372,5,0.016666666666666666,300,04_data/raw/safetypool/seed_7/all_episode_results.csv,original_23_seed_archive
