seed,method_id,method,collision_rmst_steps,max_step_count,max_step_completion_rate,episodes,source_file,source_status
48,epsilon,Epsilon-Greedy,108.93577190467924,0,0.0,300,04_data/raw/baselines/seed_48/epsilon/all_episode_results.csv,original_23_seed_archive
48,noisy,NoisyNet DQN,90.54034415044192,0,0.0,300,04_data/raw/baselines/seed_48/noisy/all_episode_results.csv,original_23_seed_archive
48,rnd,DQN + RND,92.53276892400696,0,0.0,300,04_data/raw/baselines/seed_48/rnd/all_episode_results.csv,original_23_seed_archive
48,safetypool,SafetyPool,476.1688095407571,0,0.0,300,04_data/raw/safetypool/seed_48/all_episode_results.csv,original_23_seed_archive
