method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
noisy,NoisyNet DQN,train,500,150,363,46861,collision,252.38160496037682,3.200956018864301,0.3,0.726,1,0.002,484,0.968,10.328418087535477,collision_or_out_of_road,94.15159999999996
noisy,NoisyNet DQN,test,300,8,293,6919,collision,76.68967452300785,1.1562364503540974,0.02666666666666667,0.9766666666666667,0,0.0,300,1.0,43.358866888278655,collision_or_out_of_road,23.063333333333333
