method,method_label,phase,episodes,phase_wall_time_seconds,phase_cpu_time_seconds,summed_episode_wall_time_seconds,summed_episode_cpu_time_seconds,average_wall_time_seconds_per_episode,average_cpu_time_seconds_per_episode
Karthikeya27adv8,Karthikeya27adv8,train,500,615.4602831969969,6330.087439604,612.3684004211682,6324.246029818001,1.2247368008423363,12.648492059636002
Karthikeya27adv8,Karthikeya27adv8,test,300,64.30931871800567,64.36636049899971,62.451638119877316,62.50740487901294,0.20817212706625773,0.20835801626337647
