method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
epsilon,Epsilon Greedy,train,500,110,419,43042,collision,205.1239686614167,2.555643325124297,0.22,0.838,0,0.0,500,1.0,11.616560568746806,collision_or_out_of_road,86.08399999999999
epsilon,Epsilon Greedy,test,300,152,174,23234,collision,91.63156020762881,6.5421365240595675,0.5066666666666667,0.58,1,0.0033333333333333335,299,0.9966666666666667,12.86907118877507,collision_or_out_of_road,77.47222222222223
