method,method_label,phase,episodes,policy_safety_stop_count,policy_safety_stop_rate,environment_steps,policy_decision_opportunities,policy_adjusted_safety_failure_count,policy_adjusted_safety_failure_rate,policy_adjusted_safety_failures_per_1000_decisions,policy_adjusted_safety_rmst_event_definition,policy_adjusted_safety_rmst,metric_treatment
Karthikeya27adv8,Karthikeya27adv8,train,500,0,0.0,37993,37993,499,0.998,13.133998368120443,collision_or_out_of_road_or_policy_safety_stop,76.15949999999998,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
Karthikeya27adv8,Karthikeya27adv8,test,300,0,0.0,21923,21923,297,0.99,13.547415955845459,collision_or_out_of_road_or_policy_safety_stop,73.42148148148146,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
