method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
rnd,DQN + RND,train,500,100,426,40406,collision,246.32771951535173,2.4748799683215363,0.2,0.852,0,0.0,500,1.0,12.374399841607682,collision_or_out_of_road,80.81199999999998
rnd,DQN + RND,test,300,149,177,23118,collision,92.53276892400696,6.445194220953369,0.49666666666666665,0.59,1,0.0033333333333333335,299,0.9966666666666667,12.933644778960117,collision_or_out_of_road,77.08777777777783
