seed,method_id,method,collision_rmst_steps,max_step_count,max_step_completion_rate,episodes,source_file,source_status
38,epsilon,Epsilon-Greedy,90.11880626930125,0,0.0,300,04_data/raw/baselines/seed_38/epsilon/all_episode_results.csv,original_23_seed_archive
38,noisy,NoisyNet DQN,500.0,0,0.0,300,04_data/raw/baselines/seed_38/noisy/all_episode_results.csv,original_23_seed_archive
38,rnd,DQN + RND,90.55526898745474,0,0.0,300,04_data/raw/baselines/seed_38/rnd/all_episode_results.csv,original_23_seed_archive
38,safetypool,SafetyPool,102.61147886219351,1,0.0033333333333333335,300,04_data/raw/safetypool/seed_38/all_episode_results.csv,original_23_seed_archive
