seed,method_id,method,collision_rmst_steps,max_step_count,max_step_completion_rate,episodes,source_file,source_status
13,epsilon,Epsilon-Greedy,90.72325318671655,0,0.0,300,04_data/raw/baselines/seed_13/epsilon/all_episode_results.csv,original_23_seed_archive
13,noisy,NoisyNet DQN,253.63187361419068,0,0.0,300,04_data/raw/baselines/seed_13/noisy/all_episode_results.csv,original_23_seed_archive
13,rnd,DQN + RND,94.15366610246454,0,0.0,300,04_data/raw/baselines/seed_13/rnd/all_episode_results.csv,original_23_seed_archive
13,safetypool,SafetyPool,500.0,0,0.0,300,04_data/raw/safetypool/seed_13/all_episode_results.csv,original_23_seed_archive
