episode,cumulative_pools_created
39,1
40,2
40,3
40,4
40,5
40,6
40,7
40,8
40,9
40,10
40,11
40,12
40,13
40,14
40,15
40,16
40,17
40,18
40,19
40,20
41,21
41,22
41,23
41,24
41,25
41,26
41,27
41,28
41,29
41,30
41,31
41,32
41,33
42,34
42,35
42,36
42,37
42,38
42,39
42,40
42,41
42,42
42,43
42,44
42,45
42,46
42,47
42,48
42,49
43,50
44,51
44,52
44,53
44,54
44,55
44,56
45,57
45,58
45,59
45,60
45,61
47,62
47,63
47,64
47,65
48,66
48,67
48,68
48,69
48,70
48,71
51,72
51,73
51,74
51,75
51,76
51,77
51,78
52,79
52,80
52,81
52,82
52,83
52,84
52,85
52,86
52,87
52,88
53,89
53,90
53,91
53,92
53,93
53,94
53,95
53,96
53,97
53,98
53,99
53,100
53,101
53,102
53,103
53,104
53,105
53,106
53,107
53,108
53,109
53,110
53,111
53,112
53,113
53,114
53,115
53,116
53,117
53,118
53,119
53,120
56,121
57,122
57,123
58,124
59,125
59,126
59,127
60,128
60,129
61,130
61,131
61,132
62,133
64,134
64,135
67,136
67,137
67,138
69,139
70,140
70,141
71,142
72,143
73,144
74,145
75,146
75,147
76,148
76,149
77,150
78,151
79,152
80,153
80,154
81,155
84,156
84,157
84,158
85,159
85,160
86,161
89,162
89,163
89,164
89,165
89,166
89,167
90,168
90,169
90,170
93,171
93,172
93,173
94,174
94,175
94,176
95,177
95,178
95,179
95,180
95,181
95,182
95,183
96,184
96,185
96,186
96,187
96,188
96,189
96,190
96,191
96,192
96,193
96,194
96,195
96,196
96,197
96,198
96,199
97,200
97,201
97,202
97,203
97,204
97,205
97,206
97,207
98,208
98,209
98,210
99,211
99,212
99,213
99,214
99,215
99,216
100,217
100,218
100,219
100,220
100,221
101,222
101,223
101,224
101,225
101,226
101,227
101,228
101,229
104,230
104,231
104,232
104,233
104,234
104,235
105,236
105,237
105,238
105,239
105,240
106,241
106,242
106,243
107,244
108,245
109,246
109,247
109,248
109,249
110,250
112,251
112,252
112,253
114,254
115,255
116,256
117,257
117,258
117,259
117,260
117,261
117,262
118,263
119,264
119,265
119,266
119,267
119,268
119,269
119,270
120,271
120,272
123,273
123,274
123,275
123,276
128,277
130,278
130,279
130,280
130,281
131,282
131,283
131,284
132,285
132,286
133,287
134,288
134,289
134,290
134,291
134,292
134,293
135,294
135,295
137,296
137,297
137,298
137,299
137,300
137,301
137,302
138,303
138,304
138,305
138,306
138,307
139,308
139,309
140,310
140,311
141,312
141,313
141,314
141,315
142,316
142,317
142,318
143,319
144,320
145,321
146,322
149,323
149,324
149,325
149,326
149,327
149,328
150,329
150,330
150,331
151,332
152,333
152,334
152,335
152,336
153,337
156,338
157,339
159,340
161,341
161,342
161,343
161,344
161,345
162,346
163,347
163,348
164,349
164,350
164,351
164,352
164,353
165,354
167,355
171,356
171,357
171,358
171,359
183,360
186,361
186,362
188,363
188,364
200,365
201,366
201,367
202,368
202,369
202,370
202,371
202,372
204,373
204,374
204,375
204,376
206,377
206,378
206,379
207,380
211,381
213,382
214,383
215,384
216,385
216,386
217,387
230,388
231,389
231,390
232,391
232,392
233,393
233,394
238,395
239,396
240,397
246,398
248,399
248,400
248,401
250,402
250,403
251,404
251,405
252,406
252,407
253,408
253,409
253,410
254,411
254,412
255,413
256,414
256,415
258,416
259,417
259,418
259,419
259,420
259,421
259,422
259,423
260,424
261,425
261,426
261,427
263,428
263,429
264,430
264,431
266,432
266,433
267,434
267,435
267,436
270,437
284,438
284,439
286,440
287,441
287,442
287,443
288,444
288,445
288,446
289,447
299,448
300,449
301,450
301,451
318,452
318,453
320,454
320,455
323,456
323,457
324,458
324,459
325,460
326,461
326,462
327,463
338,464
338,465
339,466
340,467
341,468
343,469
344,470
348,471
349,472
349,473
349,474
350,475
353,476
354,477
356,478
358,479
358,480
358,481
358,482
376,483
377,484
377,485
378,486
378,487
380,488
380,489
381,490
381,491
382,492
383,493
383,494
388,495
389,496
390,497
390,498
390,499
392,500
