method,method_label,phase,episodes,phase_wall_time_seconds,phase_cpu_time_seconds,summed_episode_wall_time_seconds,summed_episode_cpu_time_seconds,average_wall_time_seconds_per_episode,average_cpu_time_seconds_per_episode
noisy,NoisyNet DQN,train,500,486.91986902899225,482.111487046,483.7353102969355,478.9247946360001,0.967470620593871,0.9578495892720003
noisy,NoisyNet DQN,test,300,70.49551305899513,70.559194768,68.49446895168512,68.55661728299947,0.22831489650561707,0.22852205760999822
