method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
rnd,DQN + RND,train,500,123,408,42938,collision,179.5469530050001,2.864595463226047,0.246,0.816,1,0.002,499,0.998,11.621407610973963,collision_or_out_of_road,86.43600000000005
rnd,DQN + RND,test,300,157,165,23208,collision,90.76395447692049,6.7649086521889,0.5233333333333333,0.55,1,0.0033333333333333335,299,0.9966666666666667,12.883488452257842,collision_or_out_of_road,77.38900000000004
