method,method_label,phase,episodes,phase_wall_time_seconds,phase_cpu_time_seconds,summed_episode_wall_time_seconds,summed_episode_cpu_time_seconds,average_wall_time_seconds_per_episode,average_cpu_time_seconds_per_episode
Karthikeya27adv8,Karthikeya27adv8,train,500,302.06611297700147,2616.424724295,298.98042652598815,2611.441469267001,0.5979608530519763,5.222882938534002
Karthikeya27adv8,Karthikeya27adv8,test,300,63.42494526600058,63.478965350999715,61.49333201101399,61.546459913997296,0.20497777337004663,0.20515486637999097
