method,method_label,phase,episodes,policy_safety_stop_count,policy_safety_stop_rate,environment_steps,policy_decision_opportunities,policy_adjusted_safety_failure_count,policy_adjusted_safety_failure_rate,policy_adjusted_safety_failures_per_1000_decisions,policy_adjusted_safety_rmst_event_definition,policy_adjusted_safety_rmst,metric_treatment
Karthikeya27adv8,Karthikeya27adv8,train,500,0,0.0,66990,66990,453,0.906,6.7622033139274516,collision_or_out_of_road_or_policy_safety_stop,133.97999999999982,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
Karthikeya27adv8,Karthikeya27adv8,test,300,0,0.0,13212,13212,300,1.0,22.70663033605813,collision_or_out_of_road_or_policy_safety_stop,44.04,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
