method,method_label,phase,episodes,collision_count,out_of_road_count,total_steps,collision_rmst_event_definition,collision_rmst,collisions_per_1000_steps,collision_rate,out_of_road_rate,goal_count,goal_rate,combined_safety_failure_count,combined_safety_failure_rate,combined_safety_failures_per_1000_steps,combined_safety_rmst_event_definition,combined_safety_rmst
noisy,NoisyNet DQN,train,500,130,379,48328,collision,300.0888984809882,2.689951994702864,0.26,0.758,1,0.002,482,0.964,9.973514318821387,collision_or_out_of_road,96.95983606557373
noisy,NoisyNet DQN,test,300,159,162,23129,collision,89.981036345947,6.874486575295084,0.53,0.54,1,0.0033333333333333335,299,0.9966666666666667,12.927493622724718,collision_or_out_of_road,77.12033333333332
