method,method_label,phase,episodes,policy_safety_stop_count,policy_safety_stop_rate,environment_steps,policy_decision_opportunities,policy_adjusted_safety_failure_count,policy_adjusted_safety_failure_rate,policy_adjusted_safety_failures_per_1000_decisions,policy_adjusted_safety_rmst_event_definition,policy_adjusted_safety_rmst,metric_treatment
Karthikeya27adv8,Karthikeya27adv8,train,500,0,0.0,34978,34978,499,0.998,14.266110126365144,collision_or_out_of_road_or_policy_safety_stop,70.01866666666666,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
Karthikeya27adv8,Karthikeya27adv8,test,300,0,0.0,24780,24780,294,0.98,11.864406779661017,collision_or_out_of_road_or_policy_safety_stop,83.24733333333333,canonical_collision_metrics_unchanged;policy_stop_is_separate_policy_failure
