episode,cumulative_pools_created
38,1
38,2
38,3
38,4
40,5
40,6
40,7
40,8
40,9
40,10
41,11
41,12
41,13
42,14
42,15
42,16
43,17
43,18
43,19
43,20
44,21
44,22
44,23
46,24
46,25
46,26
47,27
47,28
47,29
47,30
47,31
48,32
48,33
48,34
49,35
49,36
49,37
49,38
49,39
49,40
49,41
50,42
50,43
50,44
50,45
50,46
50,47
50,48
50,49
50,50
50,51
50,52
50,53
50,54
50,55
50,56
50,57
50,58
56,59
56,60
56,61
56,62
56,63
56,64
56,65
56,66
56,67
56,68
56,69
56,70
56,71
58,72
58,73
58,74
58,75
64,76
64,77
65,78
65,79
65,80
65,81
65,82
65,83
65,84
65,85
65,86
65,87
65,88
65,89
65,90
65,91
67,92
67,93
67,94
67,95
67,96
67,97
67,98
67,99
67,100
67,101
67,102
67,103
67,104
67,105
67,106
67,107
67,108
67,109
67,110
67,111
67,112
67,113
67,114
67,115
69,116
70,117
71,118
71,119
71,120
73,121
73,122
77,123
77,124
80,125
80,126
80,127
86,128
86,129
91,130
91,131
92,132
92,133
95,134
95,135
95,136
97,137
100,138
101,139
102,140
104,141
104,142
104,143
105,144
105,145
105,146
105,147
105,148
105,149
105,150
108,151
110,152
114,153
114,154
114,155
114,156
114,157
114,158
114,159
116,160
118,161
118,162
118,163
118,164
118,165
119,166
119,167
122,168
122,169
125,170
125,171
128,172
129,173
129,174
130,175
130,176
131,177
131,178
131,179
131,180
131,181
135,182
135,183
135,184
135,185
144,186
144,187
146,188
146,189
146,190
146,191
149,192
150,193
150,194
150,195
153,196
154,197
155,198
158,199
159,200
159,201
159,202
162,203
162,204
163,205
163,206
163,207
163,208
164,209
164,210
164,211
170,212
170,213
170,214
170,215
171,216
171,217
171,218
171,219
171,220
171,221
173,222
174,223
175,224
175,225
175,226
176,227
177,228
182,229
184,230
184,231
184,232
184,233
184,234
185,235
187,236
187,237
187,238
187,239
187,240
187,241
187,242
191,243
191,244
191,245
191,246
191,247
191,248
193,249
193,250
193,251
198,252
198,253
198,254
201,255
204,256
204,257
205,258
205,259
207,260
208,261
208,262
208,263
210,264
210,265
210,266
210,267
210,268
210,269
210,270
210,271
210,272
212,273
215,274
218,275
222,276
224,277
224,278
225,279
225,280
226,281
226,282
226,283
228,284
228,285
228,286
229,287
232,288
233,289
233,290
235,291
236,292
236,293
236,294
237,295
238,296
238,297
238,298
238,299
239,300
241,301
249,302
253,303
254,304
254,305
256,306
257,307
259,308
262,309
262,310
262,311
262,312
262,313
262,314
262,315
262,316
262,317
262,318
262,319
262,320
262,321
262,322
262,323
264,324
264,325
265,326
269,327
270,328
270,329
272,330
272,331
274,332
274,333
274,334
274,335
274,336
279,337
283,338
283,339
283,340
283,341
283,342
283,343
285,344
289,345
289,346
289,347
290,348
292,349
292,350
292,351
295,352
296,353
306,354
306,355
306,356
306,357
307,358
308,359
308,360
308,361
310,362
311,363
320,364
320,365
338,366
339,367
340,368
343,369
366,370
366,371
373,372
376,373
376,374
377,375
